"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"EHDSDischargeReportCore","EHDSDischargeReportCore","","","",0,*,"","","","null {[]} {[]}
"EHDSDischargeReportCore.body.courseOfEncounter.synthesis.clinicalReasoning","EHDSDischargeReportCore.body.courseOfEncounter.synthesis.clinicalReasoning","","","",0,1,"","","","string {[]} {[]}
","Clinical reasoning","The clinical summary can be concluded with a clinical consideration (diff. diagnosis, explanation of context, etc.) for clinically complex conditions.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.courseOfEncounter.synthesis.clinicalReasoning",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails","EHDSDischargeReportCore.body.dischargeDetails","","","",1,1,"","","","Base {[]} {[]}
","Discharge details","Structured information should be provided, however if not available, at least a section narrative should be present.","","eHN Guideline HDR (v1.1): A.2.7","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails",1,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.narrative","EHDSDischargeReportCore.body.dischargeDetails.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative sub-section elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative sub-section elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.narrative",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings","EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings","","","",0,1,"","","","Base {[]} {[]}
","Objective findings","Sub-section with objective findings.","","eHN Guideline HDR (v1.1): A.2.7.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.narrative","EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section.","Narrative content of the section.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.narrative",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.anthropometricObservations","EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.anthropometricObservations","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservationCore {[]} {[]}
","Anthropometric observations, such as body weight and height of the patient, BMI, circumference of head, waist, hip, limbs and skin fold thickness.","Anthropometric observations, such as body weight and height of the patient, BMI, circumference of head, waist, hip, limbs and skin fold thickness.","","eHN Guideline HDR (v1.1): A.2.7.1.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.anthropometricObservations",0,*,"",""
"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.vitalSigns","EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.vitalSigns","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservationCore {[]} {[]}
","Vital signs observations. Mandatory: pulse rate, respiratory rate, systolic and diastolic blood pressure with site information; optional: 02 saturation","Vital signs observations. Mandatory: pulse rate, respiratory rate, systolic and diastolic blood pressure with site information; optional: 02 saturation","","eHN Guideline HDR (v1.1): A.2.7.1.4","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.vitalSigns",0,*,"",""
"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.physicalExamination","EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.physicalExamination","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservationCore {[]} {[]}
","Physical examination","Physical examination is the process of evaluating objective anatomical findings. It is typically the first diagnostic measure performed after taking the patient's history, which allows an initial assessment of symptoms and is useful for determining the differential diagnoses and further steps. Physical examination can be performed through observation, palpation, percussion, and auscultation.","","eHN Guideline HDR (v1.1): A.2.7.1.5","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.objectiveFindings.physicalExamination",0,*,"",""
"EHDSDischargeReportCore.body.dischargeDetails.functionalStatus","EHDSDischargeReportCore.body.dischargeDetails.functionalStatus","","","",0,1,"","","","Base {[]} {[]}
","Section: Functional status","Functional status can be assessed in several different ways, usually with a focus on the person's abilities to perform basic activities of daily living (ADL), which include basic self-care such as bathing, feeding, and toileting and instrumental activities of daily living (IADL), which includes activities such as cooking, shopping, and managing one's own affairs.For details see: https://paciowg.github.io/functional-status-ig/","","eHN Guideline HDR (v1.1): A.2.7.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.functionalStatus",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.functionalStatus.narrative","EHDSDischargeReportCore.body.dischargeDetails.functionalStatus.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative, potentially formatted, content of the section","Narrative, potentially formatted, content of the section","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.functionalStatus.narrative",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.functionalStatus.functionalStatusAssessment","EHDSDischargeReportCore.body.dischargeDetails.functionalStatus.functionalStatusAssessment","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSFunctionalStatusCore {[]} {[]}
","An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being","An individual's ability to perform normal daily activities required to meet basic needs, fulfil usual roles and maintain health and well-being","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.functionalStatus.functionalStatusAssessment",0,*,"",""
"EHDSDischargeReportCore.body.dischargeDetails.dischargeNote","EHDSDischargeReportCore.body.dischargeDetails.dischargeNote","","","",0,1,"","","","string {[]} {[]}
","Discharge Note","Discharge Note","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.dischargeNote",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary","EHDSDischargeReportCore.body.dischargeDetails.medicationSummary","","","",0,1,"","","","Base {[]} {[]}
","Medication summary. Summary information on the medication recommended for the period after discharge, indicating whether the medication is changed or newly started. Compared to previous practices, the overview is supplemented with medication that has been discontinued.","Medication summary. Summary information on the medication recommended for the period after discharge, indicating whether the medication is changed or newly started. Compared to previous practices, the overview is supplemented with medication that has been discontinued.","","eHN Guideline HDR (v1.1): A.2.8.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.narrative","EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section.","Narrative content of the section.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.narrative",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry","EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry","","","",0,*,"","","","Base {[]} {[]}
","Structured medication entry","Structured medication entry","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry",0,*,"",""
"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.medicationUse","EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.medicationUse","","","",1,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSMedicationStatementCore {[]} {[]}
","Details about medication and dosaging","Details about medication and dosaging","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.medicationUse",1,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.daysSupplied","EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.daysSupplied","","","",0,1,"","","","Quantity {[]} {[]}
","Number of days for which the patient was provided with the drug at the time of discharge","Supply is intended to either hand over the medicine or write out a prescription. A 0 value indicates that the patient has not been provided with the drug (e.g. if the patient has a sufficient supply of the drug)","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.daysSupplied",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.reasonForChange","EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.reasonForChange","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Reason for change in medication","Reason for change in medication","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.medicationSummary.entry.reasonForChange",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.carePlan","EHDSDischargeReportCore.body.dischargeDetails.carePlan","","","",0,*,"","","","Base {[]} {[]}
","Care plan and other recommendations after discharge.","Care plan and other recommendations after discharge section.","","eHN Guideline HDR (v1.1): A.2.8.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.carePlan",0,*,"",""
"EHDSDischargeReportCore.body.dischargeDetails.carePlan.narrative","EHDSDischargeReportCore.body.dischargeDetails.carePlan.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section.","Narrative content of the section.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.carePlan.narrative",0,1,"",""
"EHDSDischargeReportCore.body.dischargeDetails.carePlan.carePlan","EHDSDischargeReportCore.body.dischargeDetails.carePlan.carePlan","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSCarePlan {[]} {[]}
","Structured care plan after discharge. Multiple care plans could be provided.","Structured care plan after discharge. Multiple care plans could be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.carePlan.carePlan",0,*,"",""
"EHDSDischargeReportCore.body.dischargeDetails.carePlan.otherRecommendations","EHDSDischargeReportCore.body.dischargeDetails.carePlan.otherRecommendations","","","",0,1,"","","","string {[]} {[]}
","Other recommendations (advice) after discharge. E.g., recommendation to suggest hip replacement, reduce number of cigarettes, stop smoking, increase physical exercises, etc.","Other recommendations (advice) after discharge. E.g., recommendation to suggest hip replacement, reduce number of cigarettes, stop smoking, increase physical exercises, etc.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.dischargeDetails.carePlan.otherRecommendations",0,1,"",""
"EHDSDischargeReportCore.body.admissionEvaluation","EHDSDischargeReportCore.body.admissionEvaluation","","","",0,1,"","","","Base {[]} {[]}
","Section: Admission evaluation","Admission evaluation section should be reported exceptionally only if it is relevant to ensure continuity of care.","","eHN Guideline HDR (v1.1): A.2.4","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.admissionEvaluation",0,1,"",""
"EHDSDischargeReportCore.body.admissionEvaluation.narrative","EHDSDischargeReportCore.body.admissionEvaluation.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative sub-section elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative sub-section elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.admissionEvaluation.narrative",0,1,"",""
"EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings","EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings","","","",0,1,"","","","Base {[]} {[]}
","Objective findings","Sub-section with objective findings.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings",0,1,"",""
"EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.anthropometricObservations","EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.anthropometricObservations","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservationCore {[]} {[]}
","Anthropometric observations, such as body weight and height of the patient, BMI, circumference of head, waist, hip, limbs and skin fold thickness.","Anthropometric observations, such as body weight and height of the patient, BMI, circumference of head, waist, hip, limbs and skin fold thickness.","","eHN Guideline HDR (v1.1): A.2.4.1.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.anthropometricObservations",0,*,"",""
"EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.vitalSigns","EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.vitalSigns","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSObservationCore {[]} {[]}
","Vital signs observations. Mandatory: pulse rate, respiratory rate, systolic and diastolic blood pressure with site information; optional: 02 saturation","Vital signs observations. Mandatory: pulse rate, respiratory rate, systolic and diastolic blood pressure with site information; optional: 02 saturation","","eHN Guideline HDR (v1.1): A.2.4.1.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.vitalSigns",0,*,"",""
"EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.physicalExaminationNote","EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.physicalExaminationNote","","","",0,1,"","","","string {[]} {[]}
","Physical examination Observation note","Physical examination Observation note","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.admissionEvaluation.objectiveFindings.physicalExaminationNote",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory","EHDSDischargeReportCore.body.patientHistory","","","",0,1,"","","","Base {[]} {[]}
","Section: Patient health history (anamnesis).","Section: Patient health history (anamnesis).","","eHN Guideline HDR (v1.1): A.2.5","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.narrative","EHDSDischargeReportCore.body.patientHistory.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.narrative",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.medicalHistory","EHDSDischargeReportCore.body.patientHistory.medicalHistory","","","",1,1,"","","","Base {[]} {[]}
","Medical history subsection.","Medical history subsection.","","eHN Guideline HDR (v1.1): A.2.5.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.medicalHistory",1,1,"",""
"EHDSDischargeReportCore.body.patientHistory.medicalHistory.narrative","EHDSDischargeReportCore.body.patientHistory.medicalHistory.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.medicalHistory.narrative",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.medicalHistory.pastProblems","EHDSDischargeReportCore.body.patientHistory.medicalHistory.pastProblems","","","",1,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSConditionCore {[]} {[]}
","Past problems","A list of conditions of a patient that the patient suffered in the past or still suffers. Unlike diagnostic summary, medical history is not only a list of problems, but could contain broader description of the condition and its progress, details about treatment including medication and patient response to treatment. Past problem section (unlike the same section of the patient summary) should include only conditions that are important for continuity of care. This section, if provided, complements the diagnostic summary section of the discharge report.","","eHN Guideline HDR (v1.1): A.2.5.1.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.medicalHistory.pastProblems",1,*,"",""
"EHDSDischargeReportCore.body.patientHistory.medicalHistory.devicesAndImplants","EHDSDischargeReportCore.body.patientHistory.medicalHistory.devicesAndImplants","","","",1,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDeviceUseCore {[]} {[]}
","Devices and Implants","Devices and implants in patient anamnesis. Negative statement must be explicitly stated.","","eHN Guideline HDR (v1.1): A.2.5.1.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.medicalHistory.devicesAndImplants",1,*,"",""
"EHDSDischargeReportCore.body.patientHistory.medicalHistory.historyOfProcedures","EHDSDischargeReportCore.body.patientHistory.medicalHistory.historyOfProcedures","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSProcedureCore {[]} {[]}
","History of procedures","Historical procedures performed on or for a patient, relevant for the current encounter.Examples include surgical procedures, diagnostic procedures, endoscopic procedures, biopsies, counselling, physiotherapy, personal support services, adult day care services, etc.","","eHN Guideline HDR (v1.1): A.2.5.1.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.medicalHistory.historyOfProcedures",0,*,"",""
"EHDSDischargeReportCore.body.patientHistory.medicalHistory.device","EHDSDischargeReportCore.body.patientHistory.medicalHistory.device","","","",0,1,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSDevice {[]} {[]}
","Device","Device","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.medicalHistory.device",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.familyHistorySection","EHDSDischargeReportCore.body.patientHistory.familyHistorySection","","","",0,1,"","","","Base {[]} {[]}
","Family history section","Relevant family history section.","","eHN Guideline HDR (v1.1): A.2.5.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.familyHistorySection",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.familyHistorySection.narrative","EHDSDischargeReportCore.body.patientHistory.familyHistorySection.narrative","","","",0,1,"","","","string {[]} {[]}
","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.familyHistorySection.narrative",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.familyHistorySection.familyHistory","EHDSDischargeReportCore.body.patientHistory.familyHistorySection.familyHistory","","","",0,*,"","","","http://www.xt-ehr.eu/fhir/models/StructureDefinition/EHDSFamilyMemberHistory {[]} {[]}
","Family history","Information about serious illnesses in close blood relatives with known or suspected genetic potential or with possible impact on patient care.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.familyHistorySection.familyHistory",0,*,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth","","","",0,1,"","","","Base {[]} {[]}
","Social determinants of health","Information about social determinants of health.","","eHN Guideline HDR (v1.1): A.2.5.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.narrative","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.narrative","","","",0,1,"","","","string {[]} {[]}
","Sub-section narrative","Narrative content of the section. This narrative shell containing either summary narrative description of all subsections, or similar narrative subsection elements should be provided.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.narrative",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety","","","",0,1,"","","","Base {[]} {[]}
","Participation in society","Participation in society details.","","eHN Guideline HDR (v1.1): A.2.5.3.1","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.workSituation","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.workSituation","","","",0,1,"","","","string {[]} {[]}
","Work situation","Work Situation describes the extent to which and in what way the patient participates in the workforce. Work is meant in the broadest sense of the word: activities that contribute to the person themselves, their environment or society. This includes both paid and unpaid work.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.workSituation",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.hobby","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.hobby","","","",0,1,"","","","string {[]} {[]}
","An activity the patient enjoys doing in their free time.","An activity the patient enjoys doing in their free time.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.hobby",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.socialNetwork","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.socialNetwork","","","",0,1,"","","","string {[]} {[]}
","Social network","A description of the patient's social network, such as family, neighbours and friends.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.participationInSociety.socialNetwork",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection","","","",0,1,"","","","Base {[]} {[]}
","Education section","Information about patient education level.","","eHN Guideline HDR (v1.1): A.2.5.3.2","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection.educationLevel","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection.educationLevel","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Education level","Indication of the highest level of education achieved.","","","","","","","","","",,"preferred","hl7:v3.EducationLevel","","",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection.educationLevel",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection.comment","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection.comment","","","",0,1,"","","","string {[]} {[]}
","If deemed relevant, a specification of the degree program can be provided by means of an explanation (e.g.: patient is in medical school).","If deemed relevant, a specification of the degree program can be provided by means of an explanation (e.g.: patient is in medical school).","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.educationSection.comment",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation","","","",0,1,"","","","Base {[]} {[]}
","Living situation - household type and other related living situation information.","Living situation - household type and other related living situation information.","","eHN Guideline HDR (v1.1): A.2.5.3.3","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.houseType","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.houseType","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Type of home the patient lives in.","Type of home the patient lives in.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.houseType",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.homeAdaption","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.homeAdaption","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Home adaptions present in the home that have been made in the context of the illness or disability to make the functioning of the patient safer and more comfortable and to enable independent living. Multiple data elements could be provided.","Home adaptions present in the home that have been made in the context of the illness or disability to make the functioning of the patient safer and more comfortable and to enable independent living. Multiple data elements could be provided.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.homeAdaption",0,*,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.livingConditions","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.livingConditions","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Living conditions that affect the accessibility of the home or the stay in the home.","Living conditions that affect the accessibility of the home or the stay in the home.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.livingSituation.livingConditions",0,*,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation","","","",0,1,"","","","Base {[]} {[]}
","Family situation","Family situation","","eHN Guideline HDR (v1.1): A.2.5.3.4","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.comment","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.comment","","","",0,1,"","","","string {[]} {[]}
","Comment on the family situation.","Comment on the family situation.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.comment",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.familyComposition","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.familyComposition","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Family composition","The family composition describes the patient's home situation and the form of cohabitation. A family can consist of one or more people.","","","","","","","","","",,"preferred","SNOMED CT","","",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.familyComposition",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.maritalStatus","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.maritalStatus","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Person's marital status according to the terms and definition in the national civil code.","Person's marital status according to the terms and definition in the national civil code.","","","","","","","","","",,"preferred","hl7:marital-status","","",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.maritalStatus",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildren","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildren","","","",0,1,"","","","Quantity {[]} {[]}
","Number of children","The number of children the patient has. Children in the context of this information model include step children, foster children, biological and adopted children.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildren",0,1,"",""
"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildrenAtHome","EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildrenAtHome","","","",0,1,"","","","Quantity {[]} {[]}
","Number of children living at home with the patient.","Number of children living at home with the patient.","","","","","","","","","",,,,,"",,,,"EHDSDischargeReportCore.body.patientHistory.socialDeterminantsOfHealth.familySituation.numberOfChildrenAtHome",0,1,"",""
